company_id,year,free_cash_flow,cfo_quality,capex_intensity,fcf_conversion_rate,capital_pattern
IRCTC,Mar 2019,146.0,High Quality,Capital Intensive,38.12,Shareholder Returns
IRCTC,Mar 2020,417.0,Moderate,Asset Light,59.32,Liquidating Assets
IRCTC,Mar 2021,-205.0,High Quality,Capital Intensive,-109.04,Shareholder Returns
IRCTC,Mar 2022,282.0,Moderate,Capital Intensive,32.27,Reinvestor
IRCTC,Mar 2023,495.0,Moderate,Capital Intensive,38.79,Reinvestor
IRCTC,Mar 2024,667.0,Moderate,Moderate,45.5,Reinvestor
IRFC,Mar 2016,-16376.0,Accrual Risk,Asset Light,-219.28,Distress Signal
IRFC,Mar 2017,-19453.0,Accrual Risk,Asset Light,-215.64,Distress Signal
IRFC,Mar 2018,-28074.0,Accrual Risk,Asset Light,-304.19,Distress Signal
IRFC,Mar 2019,-41747.0,Accrual Risk,Asset Light,-376.61,Distress Signal
IRFC,Mar 2020,-62700.0,Accrual Risk,Asset Light,-469.49,Distress Signal
IRFC,Mar 2021,-89907.0,Accrual Risk,Asset Light,-574.23,Distress Signal
IRFC,Mar 2022,-64417.0,Accrual Risk,Asset Light,-319.26,Growth Funded by Debt
IRFC,Mar 2023,-28588.0,Accrual Risk,Asset Light,-121.2,Distress Signal
IRFC,Mar 2024,7906.0,High Quality,Asset Light,29.82,Shareholder Returns
ITC,Mar 2013,3221.0,Moderate,Capital Intensive,28.71,Reinvestor
ITC,Mar 2014,4090.0,Moderate,Capital Intensive,31.27,Reinvestor
ITC,Mar 2015,4568.0,High Quality,Capital Intensive,32.05,Shareholder Returns
ITC,Mar 2016,5878.0,High Quality,Capital Intensive,40.45,Shareholder Returns
ITC,Mar 2017,7376.0,High Quality,Moderate,47.68,Shareholder Returns
ITC,Mar 2018,6055.0,High Quality,Capital Intensive,36.65,Shareholder Returns
ITC,Mar 2019,7037.0,Moderate,Capital Intensive,37.96,Reinvestor
ITC,Mar 2020,8516.0,Moderate,Capital Intensive,44.02,Reinvestor
ITC,Mar 2021,18267.0,Moderate,Capital Intensive,107.04,Liquidating Assets
ITC,Mar 2022,13538.0,High Quality,Moderate,65.65,Shareholder Returns
ITC,Mar 2023,13146.0,Moderate,Capital Intensive,51.14,Reinvestor
ITC,Mar 2024,18742.0,Moderate,Asset Light,71.44,Liquidating Assets
JINDALSTEL,Mar 2013,-6069.0,High Quality,Capital Intensive,-99.39,Mixed
JINDALSTEL,Mar 2014,-8114.0,High Quality,Capital Intensive,-139.92,Mixed
JINDALSTEL,Mar 2015,-5535.0,Accrual Risk,Capital Intensive,-101.3,Mixed
JINDALSTEL,Mar 2016,2071.0,Accrual Risk,Capital Intensive,60.26,Reinvestor
JINDALSTEL,Mar 2017,4852.0,Accrual Risk,Capital Intensive,103.04,Reinvestor
JINDALSTEL,Mar 2018,6293.0,Accrual Risk,Moderate,97.28,Reinvestor
JINDALSTEL,Mar 2019,8195.0,Accrual Risk,Asset Light,97.42,Reinvestor
JINDALSTEL,Mar 2020,7338.0,Accrual Risk,Moderate,107.42,Reinvestor
JINDALSTEL,Mar 2021,10077.0,High Quality,Moderate,92.17,Shareholder Returns
JINDALSTEL,Mar 2022,13717.0,High Quality,Moderate,88.41,Shareholder Returns
JINDALSTEL,Mar 2023,3257.0,High Quality,Moderate,32.76,Shareholder Returns
JINDALSTEL,Mar 2024,-2336.0,High Quality,Capital Intensive,-22.9,Mixed
JIOFIN,Mar 2023,945.0,High Quality,Capital Intensive,2423.08,Shareholder Returns
JIOFIN,Mar 2024,763.0,Accrual Risk,Capital Intensive,48.94,Other
JSWENERGY,Mar 2013,781.0,High Quality,Capital Intensive,27.88,Shareholder Returns
JSWENERGY,Mar 2014,1906.0,High Quality,Moderate,58.56,Shareholder Returns
JSWENERGY,Mar 2015,2972.0,High Quality,Moderate,82.01,Shareholder Returns
JSWENERGY,Mar 2016,266.0,High Quality,Capital Intensive,6.6,Shareholder Returns
JSWENERGY,Mar 2017,3091.0,High Quality,Capital Intensive,92.99,Shareholder Returns
JSWENERGY,Mar 2018,3719.0,High Quality,Asset Light,137.08,Shareholder Returns
JSWENERGY,Mar 2019,2436.0,High Quality,Asset Light,85.32,Shareholder Returns
JSWENERGY,Mar 2020,2383.0,High Quality,Moderate,80.59,Liquidating Assets
JSWENERGY,Mar 2021,2670.0,High Quality,Capital Intensive,91.66,Shareholder Returns
JSWENERGY,Mar 2022,1565.0,High Quality,Capital Intensive,43.81,Shareholder Returns
JSWENERGY,Mar 2023,-4694.0,High Quality,Capital Intensive,-143.02,Mixed
JSWENERGY,Mar 2024,-1963.0,High Quality,Capital Intensive,-36.47,Mixed
JSWSTEEL,Mar 2013,411.0,High Quality,Capital Intensive,6.31,Shareholder Returns
JSWSTEEL,Mar 2014,-3024.0,High Quality,Capital Intensive,-32.98,Mixed
JSWSTEEL,Mar 2015,504.0,High Quality,Capital Intensive,5.38,Shareholder Returns
JSWSTEEL,Mar 2016,3040.0,Accrual Risk,Capital Intensive,47.34,Reinvestor
JSWSTEEL,Mar 2017,2794.0,High Quality,Capital Intensive,22.7,Shareholder Returns
JSWSTEEL,Mar 2018,7850.0,High Quality,Moderate,52.63,Shareholder Returns
JSWSTEEL,Mar 2019,3246.0,High Quality,Capital Intensive,17.15,Mixed
JSWSTEEL,Mar 2020,-6804.0,High Quality,Capital Intensive,-57.6,Mixed
JSWSTEEL,Mar 2021,11087.0,High Quality,Capital Intensive,54.95,Shareholder Returns
JSWSTEEL,Mar 2022,11522.0,High Quality,Capital Intensive,29.46,Shareholder Returns
JSWSTEEL,Mar 2023,12593.0,High Quality,Moderate,68.18,Shareholder Returns
JSWSTEEL,Mar 2024,-2389.0,High Quality,Capital Intensive,-8.48,Shareholder Returns
KOTAKBANK,Mar 2013,-6157.0,High Quality,Capital Intensive,-93.25,Mixed
KOTAKBANK,Mar 2014,7938.0,High Quality,Capital Intensive,112.55,Shareholder Returns
KOTAKBANK,Mar 2015,-2165.0,Moderate,Capital Intensive,-22.28,Mixed
KOTAKBANK,Mar 2016,2672.0,High Quality,Capital Intensive,23.15,Mixed
KOTAKBANK,Mar 2017,7933.0,High Quality,Capital Intensive,53.49,Mixed
KOTAKBANK,Mar 2018,-15867.0,Accrual Risk,Capital Intensive,-94.42,Growth Funded by Debt
KOTAKBANK,Mar 2019,-1501.0,Accrual Risk,Capital Intensive,-7.6,Mixed
KOTAKBANK,Mar 2020,33551.0,High Quality,Capital Intensive,148.6,Shareholder Returns
KOTAKBANK,Mar 2021,-6291.0,Accrual Risk,Capital Intensive,-21.1,Reinvestor
KOTAKBANK,Mar 2022,-2595.0,Moderate,Capital Intensive,-8.45,Mixed
KOTAKBANK,Mar 2023,-11623.0,Accrual Risk,Capital Intensive,-34.71,Growth Funded by Debt
KOTAKBANK,Mar 2024,6766.0,Moderate,Capital Intensive,14.38,Mixed
LICI,Mar 2019,22910.0,High Quality,Asset Light,386.99,Liquidating Assets
LICI,Mar 2020,13952.0,High Quality,Moderate,-200.83,Shareholder Returns
LICI,Mar 2021,229049.0,High Quality,Capital Intensive,-90892.46,Liquidating Assets
LICI,Mar 2022,8748.0,Accrual Risk,Asset Light,263.02,Distress Signal
LICI,Mar 2023,1671.0,High Quality,Moderate,4.88,Shareholder Returns
LICI,Mar 2024,853.0,Moderate,Asset Light,2.6,Reinvestor
LODHA,Mar 2016,-467.0,Moderate,Capital Intensive,-21.97,Mixed
LODHA,Mar 2017,295.0,High Quality,Capital Intensive,18.28,Shareholder Returns
LODHA,Mar 2018,45.0,Moderate,Moderate,2.68,Mixed
LODHA,Mar 2019,-638.0,Accrual Risk,Asset Light,-20.07,Growth Funded by Debt
LODHA,Mar 2020,3954.0,High Quality,Asset Light,206.26,Liquidating Assets
LODHA,Mar 2021,2944.0,High Quality,Moderate,212.87,Liquidating Assets
LODHA,Mar 2022,3137.0,High Quality,Capital Intensive,143.5,Liquidating Assets
LODHA,Mar 2023,4539.0,High Quality,Capital Intensive,219.91,Liquidating Assets
LODHA,Mar 2024,-435.0,High Quality,Capital Intensive,-16.32,Mixed
LT,Mar 2013,-11277.0,Accrual Risk,Capital Intensive,-98.97,Growth Funded by Debt
LT,Mar 2014,-12653.0,Accrual Risk,Moderate,-89.83,Growth Funded by Debt
LT,Mar 2015,-6143.0,Accrual Risk,Moderate,-39.17,Growth Funded by Debt
LT,Mar 2016,-7867.0,Accrual Risk,Moderate,-50.8,Growth Funded by Debt
LT,Mar 2017,-3141.0,High Quality,Capital Intensive,-18.9,Mixed
LT,Mar 2018,-6117.0,Accrual Risk,Moderate,-30.42,Distress Signal
LT,Mar 2019,-15779.0,Accrual Risk,Capital Intensive,-69.01,Growth Funded by Debt
LT,Mar 2020,-1714.0,Moderate,Moderate,-6.98,Mixed
LT,Mar 2021,17324.0,High Quality,Moderate,73.84,Shareholder Returns
LT,Mar 2022,15579.0,High Quality,Asset Light,64.07,Shareholder Returns
LT,Mar 2023,14729.0,High Quality,Moderate,54.22,Shareholder Returns
LT,Mar 2024,20445.0,High Quality,Asset Light,68.46,Liquidating Assets
LTIM,Mar 2013,384.0,High Quality,Moderate,44.14,Shareholder Returns
LTIM,Mar 2014,808.0,Moderate,Moderate,70.44,Liquidating Assets
LTIM,Mar 2015,539.0,Moderate,Asset Light,53.63,Reinvestor
LTIM,Mar 2016,818.0,High Quality,Asset Light,79.57,Shareholder Returns
LTIM,Mar 2017,209.0,High Quality,Capital Intensive,16.99,Shareholder Returns
LTIM,Mar 2018,392.0,Moderate,Moderate,33.02,Reinvestor
LTIM,Mar 2019,646.0,Moderate,Moderate,34.31,Reinvestor
LTIM,Mar 2020,1001.0,High Quality,Moderate,49.33,Shareholder Returns
LTIM,Mar 2021,743.0,High Quality,Capital Intensive,27.27,Shareholder Returns
LTIM,Mar 2022,1608.0,Moderate,Moderate,30.63,Reinvestor
LTIM,Mar 2023,2824.0,Moderate,Asset Light,46.23,Reinvestor
LTIM,Mar 2024,1752.0,High Quality,Capital Intensive,27.43,Shareholder Returns
M&M,Mar 2013,-3825.0,Accrual Risk,Moderate,-41.96,Growth Funded by Debt
M&M,Mar 2014,-4768.0,Accrual Risk,Moderate,-46.88,Growth Funded by Debt
M&M,Mar 2015,-3302.0,Accrual Risk,Moderate,-37.55,Mixed
M&M,Mar 2016,-3121.0,Moderate,Moderate,-30.96,Mixed
M&M,Mar 2017,-5692.0,Accrual Risk,Moderate,-53.02,Mixed
M&M,Mar 2018,-4785.0,Accrual Risk,Moderate,-36.18,Mixed
M&M,Mar 2019,-11521.0,Accrual Risk,Moderate,-75.76,Growth Funded by Debt
M&M,Mar 2020,-8327.0,High Quality,Capital Intensive,-81.97,Growth Funded by Debt
M&M,Mar 2021,-1777.0,High Quality,Capital Intensive,-15.47,Mixed
M&M,Mar 2022,5996.0,High Quality,Moderate,40.84,Shareholder Returns
M&M,Mar 2023,-15940.0,Accrual Risk,Moderate,-78.58,Growth Funded by Debt
M&M,Mar 2024,-11245.0,Accrual Risk,Moderate,-45.18,Growth Funded by Debt
MARUTI,Mar 2013,940.0,High Quality,Moderate,21.55,Shareholder Returns
MARUTI,Mar 2014,-2.0,High Quality,Capital Intensive,-0.04,Shareholder Returns
MARUTI,Mar 2015,1958.0,High Quality,Capital Intensive,28.41,Shareholder Returns
MARUTI,Mar 2016,1252.0,High Quality,Capital Intensive,13.87,Shareholder Returns
MARUTI,Mar 2017,1109.0,High Quality,Capital Intensive,10.64,Shareholder Returns
MARUTI,Mar 2018,3486.0,High Quality,Capital Intensive,28.77,Shareholder Returns
MARUTI,Mar 2019,3061.0,Moderate,Moderate,27.69,Reinvestor
MARUTI,Mar 2020,2939.0,Moderate,Asset Light,39.96,Reinvestor
MARUTI,Mar 2021,1565.0,High Quality,Capital Intensive,28.92,Shareholder Returns
MARUTI,Mar 2022,1601.0,Accrual Risk,Asset Light,27.83,Reinvestor
MARUTI,Mar 2023,1995.0,High Quality,Moderate,15.2,Shareholder Returns
MARUTI,Mar 2024,4936.0,High Quality,Capital Intensive,26.5,Shareholder Returns
MOTHERSON,Mar 2013,397.0,High Quality,Moderate,26.82,Shareholder Returns
MOTHERSON,Mar 2014,1323.0,High Quality,Moderate,55.19,Shareholder Returns
MOTHERSON,Mar 2015,546.0,High Quality,Capital Intensive,19.2,Mixed
MOTHERSON,Mar 2016,282.0,High Quality,Moderate,7.95,Shareholder Returns
MOTHERSON,Mar 2017,-2345.0,High Quality,Capital Intensive,-56.22,Mixed
MOTHERSON,Mar 2018,70.0,High Quality,Moderate,1.37,Shareholder Returns
MOTHERSON,Mar 2019,994.0,High Quality,Moderate,18.59,Shareholder Returns
MOTHERSON,Mar 2020,4132.0,High Quality,Moderate,88.78,Shareholder Returns
MOTHERSON,Mar 2021,3165.0,High Quality,Moderate,72.43,Shareholder Returns
MOTHERSON,Mar 2022,159.0,High Quality,Moderate,3.37,Shareholder Returns
MOTHERSON,Mar 2023,2395.0,High Quality,Asset Light,38.31,Shareholder Returns
MOTHERSON,Mar 2024,925.0,High Quality,Moderate,9.92,Mixed
NAUKRI,Mar 2013,29.0,Moderate,Capital Intensive,23.97,Reinvestor
NAUKRI,Mar 2014,-123.0,High Quality,Capital Intensive,-126.8,Mixed
NAUKRI,Mar 2015,-1000.0,Accrual Risk,Capital Intensive,-4761.9,Mixed
NAUKRI,Mar 2016,76.0,Moderate,Asset Light,83.52,Reinvestor
NAUKRI,Mar 2017,48.0,Accrual Risk,Capital Intensive,-533.33,Reinvestor
NAUKRI,Mar 2018,104.0,Moderate,Capital Intensive,47.49,Reinvestor
NAUKRI,Mar 2019,217.0,Accrual Risk,Moderate,2411.11,Reinvestor
NAUKRI,Mar 2020,447.0,Accrual Risk,Moderate,-127.71,Liquidating Assets
NAUKRI,Mar 2021,-1767.0,Accrual Risk,Capital Intensive,-2387.84,Mixed
NAUKRI,Mar 2022,-470.0,Accrual Risk,Capital Intensive,-105.38,Mixed
NAUKRI,Mar 2023,154.0,Accrual Risk,Capital Intensive,44.25,Mixed
NAUKRI,Mar 2024,-150.0,High Quality,Capital Intensive,-21.1,Mixed
NESTLEIND,Dec 2013,1355.0,High Quality,Moderate,69.56,Shareholder Returns
NESTLEIND,Dec 2014,1212.0,High Quality,Moderate,59.44,Shareholder Returns
NESTLEIND,Dec 2015,1028.0,High Quality,Asset Light,66.11,Shareholder Returns
NESTLEIND,Dec 2016,1340.0,High Quality,Asset Light,72.43,Shareholder Returns
NESTLEIND,Dec 2017,1687.0,High Quality,Asset Light,80.45,Shareholder Returns
NESTLEIND,Dec 2018,2000.0,High Quality,Asset Light,76.39,Shareholder Returns
NESTLEIND,Dec 2019,2378.0,High Quality,Asset Light,81.27,Liquidating Assets
NESTLEIND,Dec 2020,2133.0,High Quality,Asset Light,66.61,Shareholder Returns
NESTLEIND,Dec 2021,316.0,High Quality,Capital Intensive,8.87,Shareholder Returns
NESTLEIND,Dec 2022,2345.0,High Quality,Asset Light,63.28,Shareholder Returns
NESTLEIND,Dec 2023,2465.0,High Quality,Moderate,55.13,Shareholder Returns
NESTLEIND,Mar 2024,2938.0,High Quality,Moderate,50.54,Shareholder Returns
NHPC,Mar 2013,1516.0,Moderate,Capital Intensive,36.51,Reinvestor
NHPC,Mar 2014,2702.0,High Quality,Capital Intensive,62.23,Shareholder Returns
NHPC,Mar 2015,3293.0,High Quality,Capital Intensive,64.14,Shareholder Returns
NHPC,Mar 2016,5225.0,High Quality,Capital Intensive,109.24,Shareholder Returns
NHPC,Mar 2017,6465.0,High Quality,Capital Intensive,132.37,Shareholder Returns
NHPC,Mar 2018,3810.0,High Quality,Capital Intensive,89.69,Shareholder Returns
NHPC,Mar 2019,2642.0,High Quality,Capital Intensive,53.04,Shareholder Returns
NHPC,Mar 2020,6.0,Moderate,Capital Intensive,0.11,Mixed
NHPC,Mar 2021,3463.0,High Quality,Capital Intensive,65.62,Shareholder Returns
NHPC,Mar 2022,1506.0,High Quality,Capital Intensive,37.53,Shareholder Returns
NHPC,Mar 2023,514.0,High Quality,Capital Intensive,8.31,Shareholder Returns
NHPC,Mar 2024,970.0,High Quality,Capital Intensive,20.18,Shareholder Returns
NTPC,Mar 2013,-337.0,High Quality,Capital Intensive,-1.86,Mixed
NTPC,Mar 2014,1022.0,High Quality,Capital Intensive,5.18,Shareholder Returns
NTPC,Mar 2015,-1088.0,High Quality,Capital Intensive,-6.27,Shareholder Returns
NTPC,Mar 2016,4963.0,High Quality,Capital Intensive,26.73,Shareholder Returns
NTPC,Mar 2017,-4313.0,High Quality,Capital Intensive,-19.97,Mixed
NTPC,Mar 2018,-1008.0,High Quality,Capital Intensive,-4.48,Mixed
NTPC,Mar 2019,-5377.0,High Quality,Capital Intensive,-23.68,Mixed
NTPC,Mar 2020,-5738.0,High Quality,Capital Intensive,-18.17,Mixed
NTPC,Mar 2021,11410.0,High Quality,Capital Intensive,33.52,Shareholder Returns
NTPC,Mar 2022,18897.0,High Quality,Capital Intensive,46.82,Shareholder Returns
NTPC,Mar 2023,21007.0,High Quality,Capital Intensive,44.14,Shareholder Returns
NTPC,Mar 2024,8644.0,High Quality,Capital Intensive,16.8,Shareholder Returns
ONGC,Mar 2013,-1346.0,High Quality,Capital Intensive,-3.09,Shareholder Returns
ONGC,Mar 2014,-10363.0,High Quality,Capital Intensive,-21.09,Mixed
ONGC,Mar 2015,3892.0,High Quality,Capital Intensive,9.2,Shareholder Returns
ONGC,Mar 2016,8036.0,High Quality,Capital Intensive,20.53,Shareholder Returns
ONGC,Mar 2017,1965.0,High Quality,Capital Intensive,3.72,Shareholder Returns
ONGC,Mar 2018,-10006.0,High Quality,Capital Intensive,-17.59,Mixed
ONGC,Mar 2019,24326.0,High Quality,Capital Intensive,32.51,Shareholder Returns
ONGC,Mar 2020,17434.0,High Quality,Capital Intensive,33.46,Shareholder Returns
ONGC,Mar 2021,8044.0,High Quality,Capital Intensive,16.26,Shareholder Returns
ONGC,Mar 2022,37051.0,High Quality,Capital Intensive,46.39,Shareholder Returns
ONGC,Mar 2023,11372.0,High Quality,Capital Intensive,15.06,Shareholder Returns
ONGC,Mar 2024,42060.0,High Quality,Capital Intensive,40.9,Shareholder Returns
PFC,Mar 2013,-25080.0,Accrual Risk,Asset Light,-418.91,Distress Signal
PFC,Mar 2014,-22464.0,Accrual Risk,Asset Light,-295.31,Distress Signal
PFC,Mar 2015,-21946.0,Accrual Risk,Asset Light,-260.36,Growth Funded by Debt
PFC,Mar 2016,-15271.0,Accrual Risk,Moderate,-166.68,Growth Funded by Debt
PFC,Mar 2017,1128.0,Moderate,Asset Light,21.38,Mixed
PFC,Mar 2018,-55739.0,Accrual Risk,Asset Light,-474.29,Distress Signal
PFC,Mar 2019,-93715.0,Accrual Risk,Capital Intensive,-526.99,Growth Funded by Debt
PFC,Mar 2020,-42221.0,Accrual Risk,Asset Light,-301.32,Growth Funded by Debt
PFC,Mar 2021,-57402.0,Accrual Risk,Asset Light,-288.87,Distress Signal
PFC,Mar 2022,4357.0,Accrual Risk,Asset Light,18.67,Reinvestor
PFC,Mar 2023,-76411.0,Accrual Risk,Asset Light,-288.33,Growth Funded by Debt
PFC,Mar 2024,-101229.0,Accrual Risk,Moderate,-301.52,Growth Funded by Debt
PIDILITIND,Mar 2013,328.0,High Quality,Moderate,58.78,Shareholder Returns
PIDILITIND,Mar 2014,295.0,Moderate,Asset Light,43.9,Reinvestor
PIDILITIND,Mar 2015,116.0,High Quality,Capital Intensive,15.05,Shareholder Returns
PIDILITIND,Mar 2016,416.0,High Quality,Capital Intensive,35.46,Shareholder Returns
PIDILITIND,Mar 2017,-85.0,Moderate,Capital Intensive,-6.74,Mixed
PIDILITIND,Mar 2018,835.0,Moderate,Asset Light,62.27,Liquidating Assets
PIDILITIND,Mar 2019,332.0,Moderate,Moderate,24.22,Reinvestor
PIDILITIND,Mar 2020,1383.0,High Quality,Asset Light,87.75,Liquidating Assets
PIDILITIND,Mar 2021,-296.0,High Quality,Capital Intensive,-17.56,Shareholder Returns
PIDILITIND,Mar 2022,397.0,Moderate,Moderate,21.39,Reinvestor
PIDILITIND,Mar 2023,659.0,High Quality,Moderate,33.18,Shareholder Returns
PIDILITIND,Mar 2024,955.0,High Quality,Capital Intensive,35.27,Shareholder Returns
PNB,Mar 2013,-1292.0,Accrual Risk,Asset Light,,Pre-Revenue
PNB,Mar 2014,16604.0,High Quality,Asset Light,,Mixed
PNB,Mar 2015,3942.0,High Quality,Asset Light,,Mixed
PNB,Mar 2016,12815.0,Accrual Risk,Asset Light,,Mixed
PNB,Mar 2017,22097.0,High Quality,Asset Light,,Liquidating Assets
PNB,Mar 2018,-1350.0,Accrual Risk,Asset Light,,Distress Signal
PNB,Mar 2019,-34161.0,High Quality,Asset Light,,Growth Funded by Debt
PNB,Mar 2020,-13131.0,Accrual Risk,Asset Light,,Growth Funded by Debt
PNB,Mar 2021,30163.0,High Quality,Asset Light,,Mixed
PNB,Mar 2022,18828.0,High Quality,Asset Light,,Mixed
PNB,Mar 2023,21860.0,High Quality,Asset Light,,Mixed
PNB,Mar 2024,-29445.0,Accrual Risk,Asset Light,,Growth Funded by Debt
POWERGRID,Mar 2013,-10394.0,High Quality,Capital Intensive,-95.91,Mixed
POWERGRID,Mar 2014,-11416.0,High Quality,Capital Intensive,-88.04,Mixed
POWERGRID,Mar 2015,-8385.0,High Quality,Capital Intensive,-56.17,Mixed
POWERGRID,Mar 2016,-6568.0,High Quality,Capital Intensive,-36.12,Mixed
POWERGRID,Mar 2017,-2261.0,High Quality,Capital Intensive,-10.07,Mixed
POWERGRID,Mar 2018,-2991.0,High Quality,Capital Intensive,-11.52,Mixed
POWERGRID,Mar 2019,4544.0,High Quality,Capital Intensive,16.88,Shareholder Returns
POWERGRID,Mar 2020,20006.0,High Quality,Capital Intensive,60.83,Shareholder Returns
POWERGRID,Mar 2021,20159.0,High Quality,Capital Intensive,57.75,Shareholder Returns
POWERGRID,Mar 2022,26877.0,High Quality,Asset Light,75.02,Liquidating Assets
POWERGRID,Mar 2023,33065.0,High Quality,Capital Intensive,83.55,Shareholder Returns
POWERGRID,Mar 2024,24176.0,High Quality,Capital Intensive,60.7,Shareholder Returns
RECLTD,Mar 2013,-19907.0,Accrual Risk,Asset Light,-150.02,Distress Signal
RECLTD,Mar 2014,-17108.0,Accrual Risk,Asset Light,-102.75,Distress Signal
RECLTD,Mar 2015,-23747.0,Accrual Risk,Asset Light,-122.44,Distress Signal
RECLTD,Mar 2016,-14034.0,Accrual Risk,Moderate,-62.53,Growth Funded by Debt
RECLTD,Mar 2017,6704.0,High Quality,Asset Light,29.86,Shareholder Returns
RECLTD,Mar 2018,-32464.0,Accrual Risk,Asset Light,-168.39,Distress Signal
RECLTD,Mar 2019,-35409.0,Accrual Risk,Asset Light,-149.37,Distress Signal
RECLTD,Mar 2020,-32591.0,Accrual Risk,Asset Light,-125.54,Distress Signal
RECLTD,Mar 2021,-42651.0,Accrual Risk,Asset Light,-132.19,Distress Signal
RECLTD,Mar 2022,-1106.0,Accrual Risk,Asset Light,-3.21,Growth Funded by Debt
RECLTD,Mar 2023,-38303.0,Accrual Risk,Asset Light,-101.79,Growth Funded by Debt
RECLTD,Mar 2024,-59554.0,Accrual Risk,Moderate,-124.37,Growth Funded by Debt
RELIANCE,Mar 2013,9317.0,High Quality,Moderate,28.1,Mixed
RELIANCE,Mar 2014,-29809.0,High Quality,Capital Intensive,-85.33,Mixed
RELIANCE,Mar 2015,-30332.0,High Quality,Capital Intensive,-81.0,Mixed
RELIANCE,Mar 2016,1948.0,High Quality,Capital Intensive,4.66,Shareholder Returns
RELIANCE,Mar 2017,-16651.0,High Quality,Capital Intensive,-35.96,Mixed
RELIANCE,Mar 2018,3267.0,High Quality,Capital Intensive,5.08,Shareholder Returns
RELIANCE,Mar 2019,-52161.0,High Quality,Capital Intensive,-61.91,Mixed
RELIANCE,Mar 2020,22380.0,High Quality,Capital Intensive,25.07,Shareholder Returns
RELIANCE,Mar 2021,-115427.0,Moderate,Capital Intensive,-142.87,Mixed
RELIANCE,Mar 2022,1492.0,High Quality,Capital Intensive,1.37,Mixed
RELIANCE,Mar 2023,22031.0,High Quality,Capital Intensive,15.48,Mixed
RELIANCE,Mar 2024,45207.0,High Quality,Capital Intensive,27.82,Shareholder Returns
SBILIFE,Mar 2013,903.0,High Quality,Asset Light,211.48,Shareholder Returns
SBILIFE,Mar 2014,-542.0,Accrual Risk,Moderate,-106.07,Reinvestor
SBILIFE,Mar 2015,2533.0,High Quality,Asset Light,319.02,Shareholder Returns
SBILIFE,Mar 2016,-1426.0,High Quality,Capital Intensive,-155.0,Shareholder Returns
SBILIFE,Mar 2017,-507.0,High Quality,Capital Intensive,-47.47,Shareholder Returns
SBILIFE,Mar 2018,1485.0,High Quality,Capital Intensive,111.49,Shareholder Returns
SBILIFE,Mar 2019,-79.0,High Quality,Capital Intensive,-5.36,Shareholder Returns
SBILIFE,Mar 2020,2313.0,High Quality,Capital Intensive,171.21,Shareholder Returns
SBILIFE,Mar 2021,4675.0,High Quality,Capital Intensive,536.12,Mixed
SBILIFE,Mar 2022,241.0,High Quality,Capital Intensive,33.01,Shareholder Returns
SBILIFE,Mar 2023,-1547.0,High Quality,Capital Intensive,-1268.03,Shareholder Returns
SBILIFE,Mar 2024,-2099.0,High Quality,Capital Intensive,-853.25,Shareholder Returns
SBIN,Mar 2013,22061.0,High Quality,Asset Light,-430.54,Shareholder Returns
SBIN,Mar 2014,18351.0,High Quality,Asset Light,-125.57,Mixed
SBIN,Mar 2015,22873.0,High Quality,Asset Light,-104.54,Shareholder Returns
SBIN,Mar 2016,11730.0,High Quality,Asset Light,-36.2,Mixed
SBIN,Mar 2017,72834.0,Accrual Risk,Asset Light,-113.21,Reinvestor
SBIN,Mar 2018,-83455.0,High Quality,Moderate,96.26,Distress Signal
SBIN,Mar 2019,29776.0,High Quality,Asset Light,-43.37,Cash Accumulator
SBIN,Mar 2020,23374.0,High Quality,Asset Light,-36.42,Mixed
SBIN,Mar 2021,86249.0,High Quality,Asset Light,-121.97,Mixed
SBIN,Mar 2022,55043.0,High Quality,Asset Light,-86.59,Shareholder Returns
SBIN,Mar 2023,-86980.0,Accrual Risk,Asset Light,200.23,Growth Funded by Debt
SBIN,Mar 2024,18156.0,Accrual Risk,Asset Light,-30.11,Reinvestor
SHREECEM,Jun 2013,990.0,High Quality,Moderate,63.42,Shareholder Returns
SHREECEM,Jun 2014,167.0,High Quality,Capital Intensive,12.01,Shareholder Returns
SHREECEM,Jun 2015,249.0,High Quality,Capital Intensive,18.53,Shareholder Returns
SHREECEM,Mar 2016,301.0,Accrual Risk,Capital Intensive,,Reinvestor
SHREECEM,Mar 2017,154.0,High Quality,Capital Intensive,6.13,Shareholder Returns
SHREECEM,Mar 2018,-1716.0,High Quality,Capital Intensive,-69.39,Mixed
SHREECEM,Mar 2019,1360.0,High Quality,Moderate,48.62,Shareholder Returns
SHREECEM,Mar 2020,-1617.0,High Quality,Capital Intensive,-42.88,Mixed
SHREECEM,Mar 2021,1603.0,High Quality,Capital Intensive,39.18,Shareholder Returns
SHREECEM,Mar 2022,525.0,High Quality,Capital Intensive,14.15,Shareholder Returns
SHREECEM,Mar 2023,164.0,High Quality,Capital Intensive,5.54,Shareholder Returns
SHREECEM,Mar 2024,1929.0,High Quality,Moderate,42.7,Shareholder Returns
SHRIRAMFIN,Mar 2013,-8400.0,Accrual Risk,Asset Light,-385.5,Growth Funded by Debt
SHRIRAMFIN,Mar 2014,-4167.0,Accrual Risk,Asset Light,-208.45,Growth Funded by Debt
SHRIRAMFIN,Mar 2015,-9656.0,Accrual Risk,Asset Light,-571.02,Growth Funded by Debt
